,dx,dy,dz
147,-0.000915,0.000961,0.001571
148,-0.001571,-0.000915,-0.000961
149,-0.000420,-0.001829,0.000420
150,-0.000100,-0.000100,0.000091
151,-0.000420,-0.000420,0.001829
152,0.000212,-0.000232,0.000532
153,-0.001571,0.000961,0.000915
154,0.000212,-0.000532,0.000232
155,-0.000100,-0.000091,0.000100
156,0.002446,-0.002952,-0.002446
157,0.000961,-0.000915,0.001571
158,-0.000232,0.000212,0.000532
159,0.000961,-0.001571,0.000915
160,-0.000109,-0.000109,0.000905
161,0.002446,0.002446,0.002952
162,-0.000109,-0.000905,0.000109
163,-0.000232,-0.000532,-0.000212
164,-0.000532,0.000212,0.000232
165,-0.000091,-0.000100,0.000100
166,-0.000905,-0.000109,0.000109
167,-0.000532,-0.000232,-0.000212
